tweet_text,label_text
 Flooding and destruction from Hurricane Harvey hit Florida early Friday # NBC14,infrastructure_and_utility_damage
 California wildfires : Photos show devastation on border - - -,infrastructure_and_utility_damage
" Hurricane Irma : A look at the damage a year after the storm, the National Park Service said",infrastructure_and_utility_damage
 RT @Popsicle : I lost everything in Hurricane Irma. I need everything,infrastructure_and_utility_damage
" Northern California wildfires destroy 2,200 homes, destroy hundreds of homes",infrastructure_and_utility_damage
 RT @FoxNews : Massive dam failure is now a # top story. A flood of,infrastructure_and_utility_damage
 Hurricane Irma has damaged thousands of acres of farmland and caused significant damage to Puerto Rico's power grid,infrastructure_and_utility_damage
" Hurricane Maria has displaced over 300,000 people in Dominica.",infrastructure_and_utility_damage
" Northern California wildfires : First reports, still no relief in sight",infrastructure_and_utility_damage
" More than 100 hospitals, 10,000 homes destroyed by Harvey.",infrastructure_and_utility_damage
 Hurricane Maria,infrastructure_and_utility_damage
 RT @RaleighNews Now on @USNews : Hurricane Irma : City of Raleigh still without power after last week storm,infrastructure_and_utility_damage
 # PuertoRicoAID : Hurricane Maria Damage Scale at 80,infrastructure_and_utility_damage
 Local residents struggling with Mexico earthquake,infrastructure_and_utility_damage
 # fire s collapse of # building # fire debris still being collected.,infrastructure_and_utility_damage
 @Jabalope2 @mariapics I can not imagine what Hurricane Irma could have done to the power grid!,infrastructure_and_utility_damage
 # wildfires : Thousands of people evacuated from their homes by wildfires in # centralislands # centralisland,infrastructure_and_utility_damage
 Injuries to wildlife hit California's most iconic trees in Harvey aftermath,infrastructure_and_utility_damage
 # HurricaneMaria # Mexico : Mexico : No electricity in schools after # HurricaneMaria # Mexico,infrastructure_and_utility_damage
 Video : Houston s Hurricane Harvey floods streets and sways cars with water # news,infrastructure_and_utility_damage
" RT @PBCNews : A hurricane slammed into Caribbean island with winds of 150 mph, as rescue efforts begin in the wake of Irma",infrastructure_and_utility_damage
 How do you go about clearing debris and damage from Hurricane Irma?,infrastructure_and_utility_damage
 In an effort to get back to work after Harvey,infrastructure_and_utility_damage
 Flooded homes and businesses under water during Harvey,infrastructure_and_utility_damage
 @kaboom @F1HIFFI : California wildfire : # Harvey and # Irma s devastation is real,infrastructure_and_utility_damage
" RT @Brent_Bridgewater : As Hurricane Irma roars, the town of Port St. Lucie is left in ruins.",infrastructure_and_utility_damage
 RT @KCRG : Floodwaters rise at the Houston Bayou...,infrastructure_and_utility_damage
 # HurricaneMaria damage : Residents flee homes amid destruction,infrastructure_and_utility_damage
 @News4Houston It was the first earthquake hit Texas...,infrastructure_and_utility_damage
" Hurricane Irma : Photos reveal devastation, devastation",infrastructure_and_utility_damage
" Irma threatens to knock out electricity for hundreds of thousands in Florida, a state hit by weeks of heavy rains and soggy roads",infrastructure_and_utility_damage
 A couple of pics of the burned out car that was caught in the aftermath of a California fire,infrastructure_and_utility_damage
 RT @USNews : Some coastal communities will be hard hit by Hurricane Irma,infrastructure_and_utility_damage
" After Hurricane Irma, our power grid was devastated by over 75 percent of the country still without electricity. Our # Houston @APTNews",infrastructure_and_utility_damage
 @jeffa_mazin This can't be real life. RT @NBCNews : US Army evacuating home after a devastating earthquake in Iran.,infrastructure_and_utility_damage
 RT @CBSNews : Harvey: Devastating losses in Texas as Houston braces for landfall,infrastructure_and_utility_damage
 @realDonaldTrump Hurricane Irma is a complete and total disaster. @FLOTUS needs to get with the program! —,infrastructure_and_utility_damage
 @NBCNewYork @wfntl @CBS6,infrastructure_and_utility_damage
" RT @npr : Fire threatens 2,000 structures across northern California -",infrastructure_and_utility_damage
 A woman inspects a flooded apartment block in Puerto Rico. @fox5atl,infrastructure_and_utility_damage
 # Mexico earthquake - Mexico City : People flee for shelter,infrastructure_and_utility_damage
 Irma : Homeowners losing everything. Irma evacuees heading to nursing homes,infrastructure_and_utility_damage
 # Irma ,infrastructure_and_utility_damage
" Earthquake damage in Mexico is far from over. After all,...",infrastructure_and_utility_damage
" California wildfires : 1,400 buildings still without power",infrastructure_and_utility_damage
 Northern California wildfires # news,infrastructure_and_utility_damage
 RT @HudsonEarthquake : The latest news from Harvey # New # Mexico.,infrastructure_and_utility_damage
" # California wildfires : Some 80,000 homes are without power -",infrastructure_and_utility_damage
" RT @NBCNews : Harvey devastation could cost $ 13 billion, says National Flood Insurance Program spokesman",infrastructure_and_utility_damage
" RT @NWS_USA : Tornado s eyeing Irma s eye may have created temporary damage, but officials say it could be a blessing",infrastructure_and_utility_damage
 Photos show flooded neighborhoods in Puerto Rico - # Reuters,infrastructure_and_utility_damage
 California wildfires destroying thousands of homes # news # news # news,infrastructure_and_utility_damage
 Photos: California wildfires show extent of damage,infrastructure_and_utility_damage
 # RT @CNN : The Latest : Mexico City Earthquake : 100 dead,infrastructure_and_utility_damage
 How many people were displaced by Harvey?,infrastructure_and_utility_damage
 RT @FCC : At least 100 homes and businesses remain without power following the Irma power outage,infrastructure_and_utility_damage
 Harvey s destruction - and its impact on Houston s economy,infrastructure_and_utility_damage
 Mexico s deadliest earthquake in recorded history brings death toll to at least 350,infrastructure_and_utility_damage
" We hope that you will support this effort with donations to Hurricane Harvey victims. In return for a donation, we will keep the work that you do in your capacity as a civil rights leader focused on our # blacklivesmatter # # community",infrastructure_and_utility_damage
 Mexico earthquake : The # MexicoEarthquake is the worst since a devastating # MexicoTribuneEarthquake of # 1980s,infrastructure_and_utility_damage
 So it looks like the road to recovery will start in Puerto Rico. ( RT @NateDee : @thesavernews - A $ 2.2 billion fund to rebuild a devastated island has been approved by Congress.,infrastructure_and_utility_damage
 Hurricane Maria has opened up a rut for Harvey # litecoin,infrastructure_and_utility_damage
 Video shows California wildfires destroying homes in # Tamaulipas,infrastructure_and_utility_damage
 # Harvey : Homes damaged or destroyed by Hurricane # Harvey # California # California,infrastructure_and_utility_damage
 RT @CBCNews : Harvey - ravaged Houston braces for unprecedented flooding ; wildfires raging,infrastructure_and_utility_damage
" @TMZ : Hurricane Irma makes landfall on Florida State University campus today. Some 40,000 homes are without power",infrastructure_and_utility_damage
 # HurricaneMaria - Hurricane Irma hits # Cuba with powerful winds : RT @MFAJE ,infrastructure_and_utility_damage
 US Military Deploys Thousands of Marines to Puerto Rico to Support the Recovery Efforts,infrastructure_and_utility_damage
" California wildfires kill more than 100,000 people",infrastructure_and_utility_damage
 Hurricane Irma : California trees.,infrastructure_and_utility_damage
 RT @CNBCNews : Hurricane Irma : Key neighborhoods in need of $ 100 million to rebuild # lnnerland,infrastructure_and_utility_damage
" After # HurricaneMaria # Irma, # California is still a mess, @GovPalmieri calls attention to progress made by local government to aid victims # ca",infrastructure_and_utility_damage
 RT @nypost : Hundreds dead after hurricane Irma ravages Caribbean # nytimes,injured_or_dead_people
 RT @CNN : Some people died after devastating earthquake hit Mexico. - #,injured_or_dead_people
" Two dozen confirmed deaths, over 200 still missing, Puerto Rico on brink of long road to recovery",injured_or_dead_people
" RT @USNavy : Iran, Iraq Iraq, Sri Lanka and Sri Lanka find dead in earthquake as death toll reaches hundreds",injured_or_dead_people
" California wildfires : Some 20,000 structures, 6,000 people killed, 1,200 still missing",injured_or_dead_people
 Florida school district sends out letter to school kids saying kids have died from Hurricane Irma,injured_or_dead_people
.@jw_pr # HurricaneMaria death toll rises to 75 in Dominica.,injured_or_dead_people
 RT @abcnews : A 9/11 death toll rises to 32 - but victims are not among those killed,injured_or_dead_people
" RT @BattlegroundNews : U.S. Army Sgt. Bergdahl, who had been held by Taliban in remote Helmand province, has been found dead, a U.S. official confirmed",injured_or_dead_people
 More than 300 killed and more than 600 wounded in Iran # earthquake # Iran,injured_or_dead_people
 Iran - Iraq earthquake : death toll in Iran rises to 90 -000,injured_or_dead_people
" RT @TheDailyBeast : Hurricane Maria death toll reaches at least 170, including 10 children",injured_or_dead_people
 Irma : Mexico Earthquake : Death toll from powerful earthquake near Mexico City tops 150,injured_or_dead_people
 @LATimes News : Mexico earthquake victims are being cared for in Houston ;,injured_or_dead_people
" Mexico Earthquake : 4 Dead, 250 Injured",injured_or_dead_people
" # US # California # wildfires kill 13, nearly 300 lost ; 1 woman killed and more than 200 # news # fire # sos",injured_or_dead_people
 Harvey : Death toll rises to 21 after Harvey s landfall,injured_or_dead_people
 Fire destroys neighborhood in Mexico City,injured_or_dead_people
 Texas wildfires : # Irma kills 11 in the,injured_or_dead_people
 The World Bank Warns $ 350 Billion to Pay $ 1 Trillion in Damages to Iran After Earthquake,injured_or_dead_people
" Hurricane Maria, the death toll climbing from Puerto Rico, continues to rise",injured_or_dead_people
 Hurricane Irma claims at least 11 lives in Florida,injured_or_dead_people
 Death toll from Mexico earthquake climbs to 225,injured_or_dead_people
 Mexico s Earthquake : Victims Face No Relief,injured_or_dead_people
 RT @CatsRescue : Irma s death toll tops 200. # RT,injured_or_dead_people
"  Hurricane Maria death toll reaches 70, official says",injured_or_dead_people
 @JAXNews It was a deadly blizzard that hit Mexico yesterday.,injured_or_dead_people
" A girl, 16, from Mexico killed by powerful earthquake in May",injured_or_dead_people
" Iran - Iraq earthquake kills 784, injures 1,400, % rise in death toll ( via AP",injured_or_dead_people
" RT @Catchfire : Mexico earthquake : 8 dead, 3 seriously injured in # MexicoCity quake",injured_or_dead_people
 Hurricane Irma leaves 5 death toll ,injured_or_dead_people
 Puerto Rico Earthquake Survivors Find New Ways of Life | Daily Mail,injured_or_dead_people
" Mexico s earthquake: Latest toll has risen to 225, according to official...",injured_or_dead_people
 RT @washingtonpost : A California teacher dies in California wildfires,injured_or_dead_people
 RT @RT_com : Harvey evacuees have seen their cars flooded with water....,injured_or_dead_people
" Hurricane Irma : Death toll jumps to 5 with over 10,000 still missing",injured_or_dead_people
" # RT @CNN : Iran, Iraq say earthquake has killed more than 2,000 people # Iran # Iraq",injured_or_dead_people
 Hurricane Irma deaths continue to rise in Puerto Rico.,injured_or_dead_people
"  # Harvey death toll up to 70, # Mexico earthquake toll near 200 # US News",injured_or_dead_people
 RT @EddieTorres : A new death toll from # Irma rises to 4.,injured_or_dead_people
 Hurricane Irma : Most of the dead in Georgia are animals # animallife,injured_or_dead_people
" RT @wsbtv : Woman killed in Puerto Rico, 1 in stable condition",injured_or_dead_people
 Over 400 dead in Mexico earthquake,injured_or_dead_people
 RT @KATV : A young family lost everything to California wildfires. # KATV,injured_or_dead_people
" RT @Reuters : Mexico earthquake toll tops 5, with many dead, hundreds injured -",injured_or_dead_people
 Hurricane Maria kills at least 200 people in Puerto Rico,injured_or_dead_people
 Two killed in California wildfires ,injured_or_dead_people
 # Harvey death toll reaches 40 as death toll from # Irma tops 200,injured_or_dead_people
" RT @Yahoo : RT @Yahoo : Children dead in California wildfires, 2 teens in hospital",injured_or_dead_people
 Hurricane Irma : Two death tolls so far as officials confirm,injured_or_dead_people
 Irma Survivors Donate All Their Lives,injured_or_dead_people
 The death toll in Mexico s worst earthquake. Just in: 7 dead,injured_or_dead_people
 Puerto Rico,injured_or_dead_people
 Hurricane Irma Death Toll Over 500 In Florida # CNN,injured_or_dead_people
 Texas State Troopers Fire Multiple Wildfires Over a Week in a Row,injured_or_dead_people
 RT @CbsNews4WC : Two students died in # Irma. At least three others were rescued # news,injured_or_dead_people
 New Mexico Death Toll in Death of Teenager in California Wildfires Rise as High as 50,injured_or_dead_people
 Mexico Earthquake Death Toll Up To 200,injured_or_dead_people
 Puerto Rico : Death toll of a week and half at 79 ,injured_or_dead_people
 Death toll from # HurricaneMaria rises to 21 # RT @ABC13,injured_or_dead_people
 RT @Reuters : Mexico Earthquake Victims Are Relieved,injured_or_dead_people
 RT @kdvr : California wildfires scorching homes & gutting businesses # news,injured_or_dead_people
" 9 dead, 2 still missing after California wildfire : California fire officials say at least 17 dead, 150 missing",injured_or_dead_people
 RT @KSL : Hurricane Maria killed at least 60 in Dominica,injured_or_dead_people
 RT @thesider : Harvey death toll rising to 33,injured_or_dead_people
" Hurricane Maria deaths, death toll rises to over 100, including a school teacher",injured_or_dead_people
  F icha s death toll from Mexico earthquake rises to 15,injured_or_dead_people
 At least 11 dead in California wildfires as death toll climbs to 90,injured_or_dead_people
 Death toll rises as earthquake hit Iraq | RT,injured_or_dead_people
" Hurricane Maria leaves over 150 dead, but more still missing",injured_or_dead_people
 RT @WGNRadio : Fire threatens the life of a California couple as they sleep on a mattress after their apartment caught on fire in Harvey,injured_or_dead_people
" RT @DailyCaller : At least 2,000 dead in Mexico s earthquake, with at least 100 missing # nytimes",injured_or_dead_people
 The death toll from # Mexico s earthquake rises to 225!,injured_or_dead_people
 Mexico earthquake : Most dead and many missing in Mexico s civil war,injured_or_dead_people
 RT @Newsday : Iraq : The Latest : More than 500 killed in Iraq earthquake,injured_or_dead_people
 Photos : Mexico earthquake : People trapped on high in the ruins,injured_or_dead_people
 # FloridaAHPaide : Three killed in wildfires in Southeast Florida,injured_or_dead_people
 RT @Reuters : The death toll from Mexico s earthquake in Oaxaca tops 800,injured_or_dead_people
 Mexico Earthquake : Two dead and 150 missing,injured_or_dead_people
" My name is @paula_rachlin, and I love my neighbors and all of those that were affected by this massive fire",injured_or_dead_people
 Deadly California wildfire kills 8 # NBC13 pic.twitter.com/YW9fYJqJT9X — NBC13 News,injured_or_dead_people
" @NBC4 I still have my cell phone connected to my apartment and a bunch of fire trucks, so my phone says ""a couple of people are dead.""",injured_or_dead_people
 RT @fox7now : A powerful earthquake in central Iran kills dozens.,injured_or_dead_people
 A deadly outbreak of wildfires has killed more than 300 in California,injured_or_dead_people
" Iran earthquake kills more than 250, destroys homes and hotels # Iran",injured_or_dead_people
 California wildfires : California wildfires kill 57,injured_or_dead_people
" After Irma destroys everything in his path, Florida man s house starts to fall apart",injured_or_dead_people
" # IranNews : At least 36 dead after earthquake hits western Iran, reports say",injured_or_dead_people
" Irma killed more than 10,000 people in Cuba as it made landfall in Florida",injured_or_dead_people
 Earthquake kills 6 & injures >400 people near Iran Iran - Iraq border # USNews,injured_or_dead_people
 RT @USCharter : Wildfires ravage a California state forest # news # wildfire,injured_or_dead_people
" Florida fire kills at least 2 people, toll climbs to 18",injured_or_dead_people
.@FoxNews : At least 57 killed in California wildfires,injured_or_dead_people
 Death toll in wildfires in California climbs to more than 300,injured_or_dead_people
 Mexico Earthquake - Sends Two To Hospital,injured_or_dead_people
" Earthquake shakes central Iran, kills thousands",injured_or_dead_people
 @josephscott5 @kcbs8 @FOX8TIX @KTVB7,injured_or_dead_people
 RT @News_SquawkBox : 5 confirmed killed by Hurricane Maria in the island of Dominica,injured_or_dead_people
 RT @FOX2now : Florida # Harvey death toll climbs to 27 in a single day,injured_or_dead_people
" RT @FOX6NY : # HurricaneMaria : 17 reported dead, 200 missing ; @TheTimesPicayune @CBSNewYork reports s # Irma death toll is 100",injured_or_dead_people
 RT @PWNews : Hurricane Maria death toll leaps to 217 ,injured_or_dead_people
" Irma Victims Remain Alive - Over 10,000 Dead # Irma",injured_or_dead_people
" A tornado killed a couple in Georgia, but no death tolls",injured_or_dead_people
 @realDonaldTrump @SethWatkins How did this happen in California? @CBSDFW,injured_or_dead_people
 7 killed and 58 wounded in Mexico earthquake,injured_or_dead_people
" RT @thehill : Latest : 11 fatalities, 17 people missing from earthquake, devastation in Sri Lanka",injured_or_dead_people
 Photos From Mexico City Earthquake : People Search In Shock,missing_or_found_people
 Texas family finds toddler alive in submerged yard after a storm ripped through Mexico,missing_or_found_people
 @fox10news The FOX NEWS Crew was at Wrigley Field on Monday to learn more about the possible causes of death of the children in Puerto Rico.,missing_or_found_people
" RT @CBSDFW : Texas fire still not out as families flee, officials say",missing_or_found_people
 RT @BRIAN_KURTIS : Death toll in California wildfires rises to 22,missing_or_found_people
 Texas church survivor talks about her faith and suffering after the Hurricane Harvey devastation,missing_or_found_people
 RT @CNN : US official confirms death of one of Iraq # Mosul victims,missing_or_found_people
 Family of victim of California wildfire is searching for pets after pets lost due to the wildfires,missing_or_found_people
"  Hurricane Maria, Maria s devastation, is now beyond sight",missing_or_found_people
" Hurricane Irma : New research finds thousands feared in south Florida, experts say",missing_or_found_people
,missing_or_found_people
.@USIServices sends family members missing after being deployed in Iraq,missing_or_found_people
 # Mexico Earthquake : At least 200 killed as Mexico City buildings crumble # news,missing_or_found_people
 RT @Yahoo News : Hurricane Maria death toll rises to 79,missing_or_found_people
 In Search of Life After Hurricane Irma,missing_or_found_people
 FOX NEWS : Family members searching for relatives of missing 4-year-old girl have found a safe house in Mexico,missing_or_found_people
 Mexico Earthquake Survivors Need Your Help,missing_or_found_people
 Missing children who escaped Mexico earthquake : Family reunites with lost pup,missing_or_found_people
 Searching for loved ones of those who lost their homes in # HurricaneMaria,missing_or_found_people
 @KPRC2 @CBS6 I think we all have a chance to see # Harvey # Irma. # KPRC2,missing_or_found_people
 We had no idea this was so far away but...,missing_or_found_people
 # California : Two missing in # California # fire.,missing_or_found_people
 RT @US_Army : RT @USACEIA : @USACEIA A search and rescue unit is searching for a missing schoolgirl after Hurricane Irma,missing_or_found_people
 A woman has survived a plane crash in southern Mexico while her 4 yr old daughter survives in the rubble.,missing_or_found_people
 RT @USNews : Hurricane Harvey survivor s family struggles to rebuild - in the sand,missing_or_found_people
 RT @The_RalphRetort : At least 6 people are confirmed dead after a magnitude 7.1 earthquake in Mexico,missing_or_found_people
 One man found safe after Harvey flooding in Louisiana,missing_or_found_people
 In Mexico City,missing_or_found_people
 Earthquake : Iran quake s killing toll a dramatic blow to Iran economy,missing_or_found_people
 RT @POTUS_Polls : What you need to know about the latest Hurricane Maria cleanup underway.,missing_or_found_people
 Hurricane Maria hit Caribbean islands to devastated people,missing_or_found_people
 RT @jasonwj: My daughter was found in San Juan with a piece of luggage washed out on her shirt,missing_or_found_people
 RT @LATimes : Mexico earthquake victims don't need relief : a guide to how to help,missing_or_found_people
 RT @NavyTimes : Navy rescues a Puerto Rico child after a sinker hit # harvey,missing_or_found_people
,missing_or_found_people
" Hurricane Maria : Children killed, injured as the powerful storm rages near their homes # abc13",missing_or_found_people
 @KPRC2 I had my phone and then my daughter arrived ,missing_or_found_people
 Missing : A search party searches for family members,missing_or_found_people
 RT @CNN : # Texas wildfire : Officials to distribute food to residents,missing_or_found_people
 RT @AceNews : The latest on rescue efforts in Mexico # Irma # harvey # maria,missing_or_found_people
 Woman found dead in California wine country near wine country,missing_or_found_people
" RT @AOMNews : IraniNews : Over 500 people have been rescued from the earthquake, Iraq",missing_or_found_people
 RT @NBC14 @NBC14LA : More than 200 families were evacuated from homes after # Harvey # RT @NBC14LA : @NBC14LA,missing_or_found_people
